Model Name,Scaling,CV Split,CV Accuracy,Params,Train Time (sec)
SVC,Norm,Shuffle,0.9315789473684211,"{'C': 1.0, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': False, 'random_state': 22, 'shrinking': True, 'tol': 0.001, 'verbose': False}",1.2288904190063477
